stop_id,stop_name,aliases,lat,lng,zone,district,ward,is_major_stop,landmark,has_shelter,has_ticket_counter,is_interchange,wheelchair_access,audio_support,status,unverified_fields,created_at,updated_at,geo_out_of_bounds
S0025,Kamal Binayak,,27.677367,85.436892,Bhaktapur,BHAKTAPUR,21,False,Kamal Binayak Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0026,Boudha,,27.720646,85.361758,Kathmandu,KATHMANDU,2,True,Boudha Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0027,KMC stop,,27.695834,85.352791,Kathmandu,KATHMANDU,24,False,KMC stop Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0028,Babarmahal,,27.69232060177898,85.32441616005866,Kathmandu,KATHMANDU,12,True,Babarmahal Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0029,Minbhawan,,27.687689278401667,85.33847093582153,Kathmandu,KATHMANDU,30,True,Minbhawan Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0030,Chakrapath Stop-- South,,27.739835,85.336915,Kathmandu,KATHMANDU,6,True,Chakrapath Stop-- South Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0031,Bagbazar Stop,,27.705629,85.322828,Kathmandu,KATHMANDU,2,True,Bagbazar Stop Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0032,Dhapakhel Stop,,27.636147,85.328274,Lalitpur,LALITPUR,32,False,Dhapakhel Stop Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0033,Bijulibazar Stop,,27.692292,85.329614,Kathmandu,KATHMANDU,28,True,Bijulibazar Stop Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0034,Buddhanagar Stop,,27.689950384830183,85.32895983158356,Kathmandu,KATHMANDU,21,True,Buddhanagar Stop Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0035,Maiti Devi chowk,,27.703919,85.332651,Kathmandu,KATHMANDU,1,True,Maiti Devi chowk Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0036,Singha Durbar West Stop,,27.69659,85.321228,Kathmandu,KATHMANDU,12,True,Singha Durbar West Stop Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0038,Deuba Chowk stop,,27.773756,85.36033,Budhanilakantha,KATHMANDU,22,True,Deuba Chowk stop Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0039,Nagarkot,,27.718471,85.519066,Changunarayan,BHAKTAPUR,29,False,Nagarkot Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0040,Sundarijal,,27.757565,85.419394,Gokarneshwor,KATHMANDU,12,False,Sundarijal Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0041,BishnuDevi Health Centre,,27.680643327796727,85.27616876025853,Kirtipur,KATHMANDU,25,False,BishnuDevi Health Centre Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0042,Kamaladi Road (कमलादी) stop,,27.707997,85.321282,Kathmandu,KATHMANDU,17,True,Kamaladi Road (कमलादी) stop Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0043,TU Gate,,27.67888,85.297212,Kirtipur,KATHMANDU,27,True,TU Gate Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0044,Narayan Gopal Chowk,,27.740009,85.337114,Kathmandu,KATHMANDU,27,True,Narayan Gopal Chowk Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0045,Ratopul,,27.708117,85.336428,Kathmandu,KATHMANDU,31,False,Ratopul Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0046,Tempo Stop Near Old Baneshwar,,27.700669,85.339677,Kathmandu,KATHMANDU,10,False,Tempo Stop Near Old Baneshwar Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0049,Naya Bato,,27.676114,85.293897,Kirtipur,KATHMANDU,32,True,Naya Bato Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0050,Mahalaxmi Stop,,27.676102,85.433768,Bhaktapur,BHAKTAPUR,28,False,Mahalaxmi Stop Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0051,Tangal,,27.717246,85.33043,Kathmandu,KATHMANDU,28,False,Tangal Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0052,JayaBageshwari Stop,,27.710081,85.344093,Kathmandu,KATHMANDU,16,True,JayaBageshwari Stop Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0053,Gairigaun Stop,,27.68759899298515,85.3507072233705,Kathmandu,KATHMANDU,15,True,Gairigaun Stop Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0054,Nikap,,27.686091,85.26229,Chandragiri,KATHMANDU,30,False,Nikap Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0055,Dillibazaar stop,,27.705368,85.327157,Kathmandu,KATHMANDU,30,True,Dillibazaar stop Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0056,Tripureshwor,,27.693802,85.314122,Kathmandu,KATHMANDU,15,True,Tripureshwor Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0058,Natole,,27.676065,85.318202,Lalitpur,LALITPUR,30,False,Natole Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0059,SchEMS,,27.694334,85.337154,Kathmandu,KATHMANDU,19,False,SchEMS Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0062,Babarmahal Stop East,,27.6892378736804,85.33074618576373,Kathmandu,KATHMANDU,23,True,Babarmahal Stop Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0063,Kupondole stop,,27.687912557943307,85.3163051716387,Lalitpur,LALITPUR,20,True,Kupondole stop Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0065,Basundhara,,27.742169,85.332613,Tokha,KATHMANDU,25,True,Basundhara Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0066,Bhrikuti Mandap Stop,,27.701597,85.322313,Kathmandu,KATHMANDU,3,True,Bhrikuti Mandap Stop Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0067,Shahid Gate,,27.699739820624902,85.3139126181761,Kathmandu,KATHMANDU,5,True,Shahid Gate Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0068,Baluwatar,,27.724402,85.330977,Kathmandu,KATHMANDU,19,False,Baluwatar Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0069,Naya Baneshwor Tampoo Station,Naya Baneshwor Bus Station,27.688273549909404,85.33557955319502,Kathmandu,KATHMANDU,7,True,Naya Baneshwor Tampoo Station Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0070,Airport Bus Station,,27.700367,85.353931,Kathmandu,KATHMANDU,21,True,Airport Bus Station Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0071,पिङ्गलस्थान,Pingalasthan,27.70581,85.347131,Kathmandu,KATHMANDU,9,True,पिङ्गलस्थान Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0073,Chobhar Gate,,27.670449,85.290622,Kirtipur,KATHMANDU,7,False,Chobhar Gate Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0075,New Baneshwor West,,27.690327,85.335954,Kathmandu,KATHMANDU,4,True,New Baneshwor Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0076,Sundhara Stop,,27.700542,85.313503,Kathmandu,KATHMANDU,25,True,Sundhara Stop Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0077,Apex College Stop,,27.69907,85.338327,Kathmandu,KATHMANDU,28,False,Apex College Stop Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0078,Saat Tale Chowk,,27.726959,85.350484,Budhanilakantha,KATHMANDU,14,False,Saat Tale Chowk Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0082,Panipokhari stop,,27.730686,85.325986,Kathmandu,KATHMANDU,26,True,Panipokhari stop Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0083,Gyaneshwor Chowk,,27.708987,85.33022,Kathmandu,KATHMANDU,9,False,Gyaneshwor Chowk Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0084,Panga Dobato,,27.674758,85.280408,Kirtipur,KATHMANDU,26,False,Panga Dobato Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0086,Tourism Board Stop,,27.702319,85.316675,Kathmandu,KATHMANDU,21,True,Tourism Board Stop Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0087,Lainchaur stop,,27.717227,85.315082,Kathmandu,KATHMANDU,2,True,Lainchaur stop Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0088,Bhadrakali,,27.699298,85.316745,Kathmandu,KATHMANDU,20,True,Bhadrakali Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0089,Suryabinayek,,27.665775,85.424184,Suryabinayak,BHAKTAPUR,28,False,Suryabinayek Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0090,Sitapaila Stop,,27.707676,85.282536,Nagarjun,KATHMANDU,15,False,Sitapaila Stop Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0092,Gathaghar,,27.674014,85.373177,Madhyapur Thimi,BHAKTAPUR,7,True,Gathaghar Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0094,Krishna Pauroti Stop,,27.710274,85.322168,Kathmandu,KATHMANDU,12,True,Krishna Pauroti Stop Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0095,Sallaghari Stop,,27.669934,85.41116,Suryabinayak,BHAKTAPUR,29,False,Sallaghari Stop Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0096,Budhanilkantha Micro Stand,,27.776732,85.362144,Budhanilakantha,KATHMANDU,8,True,Budhanilkantha Micro Stand Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0097,Maitighar,,27.694534112855543,85.32043569295912,Kathmandu,KATHMANDU,15,True,Maitighar Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0098,Tinkune Bhaktapur,,27.671913,85.408638,Suryabinayak,BHAKTAPUR,3,True,Tinkune Bhaktapur Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0099,Babarmahal Stop West,,27.69238708089459,85.32427668564475,Kathmandu,KATHMANDU,14,True,Babarmahal Stop Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0100,RNAC stop,,27.70221,85.313638,Kathmandu,KATHMANDU,17,True,RNAC stop Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0101,MAV School,,27.657068,85.326288,Lalitpur,LALITPUR,4,False,MAV School Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0102,New Plaza Stop,,27.700951,85.322918,Kathmandu,KATHMANDU,18,True,New Plaza Stop Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0103,Jawlakhel Stop,,27.672577,85.314174,Lalitpur,LALITPUR,8,True,Jawlakhel Stop Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0104,Lubhu Bus Stop,,27.642901,85.373398,Mahalaxmi,LALITPUR,4,False,Lubhu Bus Stop Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0105,Bhatbhatini Stop,,27.719211,85.331082,Kathmandu,KATHMANDU,2,False,Bhatbhatini Stop Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0106,Nakhu Stop,,27.664205969392707,85.30643288802929,Lalitpur,LALITPUR,30,False,Nakhu Stop Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0107,Koteshwor Stop,,27.67965173901117,85.34968258247274,Kathmandu,KATHMANDU,6,True,Koteshwor Stop Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0108,Thapagaun Stop,,27.691133,85.334031,Kathmandu,KATHMANDU,22,True,Thapagaun Stop Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0109,Chapal Karkhana stop,,27.734943,85.342296,Kathmandu,KATHMANDU,10,True,Chapal Karkhana stop Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0110,Thimi Stop,,27.67352605832293,85.38689699644421,Madhyapur Thimi,BHAKTAPUR,4,False,Thimi Stop Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0112,Lagankhel Stop,,27.663461,85.324255,Lalitpur,LALITPUR,29,True,Lagankhel Stop Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0113,Balaju,,27.727059,85.304621,Kathmandu,KATHMANDU,31,True,Balaju Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0115,Milan Chowk Stop,,27.695169,85.340638,Kathmandu,KATHMANDU,26,False,Milan Chowk Stop Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0117,Sanga,,27.641822,85.477619,Suryabinayak,BHAKTAPUR,12,False,Sanga Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
S0118,Dhumbarahi,,27.731787,85.344365,Kathmandu,KATHMANDU,2,True,Dhumbarahi Chowk / Junction,False,False,True,False,False,active,"{ward,landmark,has_shelter,has_ticket_counter,wheelchair_access,audio_support}",2026-08-03T02:39:13Z,2026-09-08T11:06:33Z,False
